schema:*key,$text
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_F_2,"Someone nods. 'She honors the space.'"
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_F_3,"You are met with silent approval."
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_F_4,"A figure bows her head in respect."
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_F_5,"You hear, 'She carries calm with her.'"
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_F_6,"No one speaks, but the silence welcomes."
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_F_7,"A soft breath: 'Let her be.'"
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_F_8,"You feel no judgment—only acknowledgment."
ambient_GROUPINTERIOR_STRICT_RELIGIOUS_GARB_F_9,"Someone whispers, 'She belongs here.'"

ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_M_0,"You hear, 'He’s dressed like scandal waiting to happen.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_M_1,"A voice mutters, 'Gold doesn’t excuse everything.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_M_2,"You feel judgment hiding behind glances."
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_M_3,"Someone says, 'That is *not* noble behavior.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_M_4,"A smirk. Cold. Disapproving."
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_M_5,"You hear a breathy, 'Out of place.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_M_6,"A glance at your attire. Then away. Then again."
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_M_7,"A whisper: 'Embarrassing.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_M_8,"Someone mutters, 'Wealth doesn’t buy class.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_M_9,"You feel unwelcome—and overdressed *and* underdressed."

ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_F_0,"A voice says, 'She’s turning heads—and not in a good way.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_F_1,"Someone mutters, 'That outfit doesn’t belong here.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_F_2,"You feel every eye judging—not admiring."
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_F_3,"A sigh: 'She ruins the whole mood.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_F_4,"A figure frowns. Deeply."
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_F_5,"Someone whispers, 'Disgraceful.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_F_6,"A murmur of discontent grows behind you."
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_F_7,"You hear, 'We expected better from her kind.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_F_8,"Someone clicks their tongue sharply."
ambient_GROUPINTERIOR_STRICT_NOBLE_INDECENT_F_9,"A whisper: 'Remove her.'"

ambient_GROUPINTERIOR_STRICT_NOBLE_NO_JEWELS_M_0,"Someone says, 'Where are his tokens of rank?'"
ambient_GROUPINTERIOR_STRICT_NOBLE_NO_JEWELS_M_1,"A glance. A frown. A shrug."
ambient_GROUPINTERIOR_STRICT_NOBLE_NO_JEWELS_M_2,"You hear, 'Looks noble. Feels hollow.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_NO_JEWELS_M_3,"Someone mutters, 'Missing something important.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_NO_JEWELS_M_4,"A voice says, 'Cheap nobility is no nobility.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_NO_JEWELS_M_5,"You sense quiet doubt around you."
ambient_GROUPINTERIOR_STRICT_NOBLE_NO_JEWELS_M_6,"Someone whispers, 'He’s not *really* one of us.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_NO_JEWELS_M_7,"A nod—polite, but dismissive."
ambient_GROUPINTERIOR_STRICT_NOBLE_NO_JEWELS_M_8,"You hear, 'Rank without symbols is just ambition.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_NO_JEWELS_M_9,"Someone sighs. 'Pretender.'"

ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_M_0,"You enter in armor and silks. The room stops breathing."
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_M_1,"Someone mutters, 'Is he here to judge, or to fight?'"
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_M_2,"You hear, 'Weapons and wealth. Dangerous combination.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_M_3,"A chill settles. No one dares approach first."
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_M_4,"A voice says, 'This isn’t a hall for such displays.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_M_5,"You hear quiet disapproval wrapped in fear."
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_M_6,"Someone mutters, 'Too loud. Too proud.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_M_7,"A few move aside. Carefully."
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_M_8,"You feel tolerated—but watched closely."
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_M_9,"Someone whispers, 'He carries trouble in style.'"

ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_F_0,"Your entrance is silence and metal. Reactions follow."
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_F_1,"Someone mutters, 'She brings armor where robes are worn.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_F_2,"You hear, 'Impressive... and unsettling.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_F_3,"A gaze meets yours—and quickly drops."
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_F_4,"Someone says, 'She does not trust the peace here.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_F_5,"A whisper: 'Too noble to punish, too armed to ignore.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_F_6,"The room bends around your presence. Rigidly."
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_F_7,"You hear, 'There’s power here. And danger.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_F_8,"Someone sighs, 'This will complicate everything.'"
ambient_GROUPINTERIOR_STRICT_NOBLE_BATTLE_READY_F_9,"A voice says, 'She belongs... somewhere else.'"

ambient_STREET_ARMORED_ONLY_M_0,"A child watches you pass, eyes wide with awe and fear."
ambient_STREET_ARMORED_ONLY_M_1,"A guard nods slightly, unsure if you outrank him."
ambient_STREET_ARMORED_ONLY_M_2,"You hear, 'Looks like trouble just walked in.'"
ambient_STREET_ARMORED_ONLY_M_3,"Someone steps aside, quickly and quietly."
ambient_STREET_ARMORED_ONLY_M_4,"A vendor lowers their voice mid-sale as you pass."
ambient_STREET_ARMORED_ONLY_M_5,"A dog barks, then retreats behind a cart."
ambient_STREET_ARMORED_ONLY_M_6,"You feel the weight of stares—some respectful, some wary."
ambient_STREET_ARMORED_ONLY_M_7,"A young man whispers, 'Bet he’s seen war.'"
ambient_STREET_ARMORED_ONLY_M_8,"You hear, 'Armor in town? Better safe than sorry.'"
ambient_STREET_ARMORED_ONLY_M_9,"The clank of your boots quiets the chatter around you."

ambient_STREET_ARMORED_ONLY_F_0,"A market stall goes silent as you walk past."
ambient_STREET_ARMORED_ONLY_F_1,"Someone whispers, 'She looks ready for a siege.'"
ambient_STREET_ARMORED_ONLY_F_2,"A child points, wide-eyed, before being hushed."
ambient_STREET_ARMORED_ONLY_F_3,"You hear, 'Is that a knight? Or worse?'"
ambient_STREET_ARMORED_ONLY_F_4,"A merchant stumbles over their greeting to you."
ambient_STREET_ARMORED_ONLY_F_5,"People make space. Not too close, not too fast."
ambient_STREET_ARMORED_ONLY_F_6,"A guard raises an eyebrow, then pretends to look away."
ambient_STREET_ARMORED_ONLY_F_7,"You hear quiet admiration. And some concern."
ambient_STREET_ARMORED_ONLY_F_8,"Someone mutters, 'No one wears that just for looks.'"
ambient_STREET_ARMORED_ONLY_F_9,"Your presence turns the street into a parade of glances."

ambient_STREET_BATTLE_READY_M_0,"You hear, 'Sword’s not just for show, is it?'"
ambient_STREET_BATTLE_READY_M_1,"Someone pulls their child closer as you pass."
ambient_STREET_BATTLE_READY_M_2,"A town guard gives you a long, calculating look."
ambient_STREET_BATTLE_READY_M_3,"A whisper floats: 'He’s expecting something.'"
ambient_STREET_BATTLE_READY_M_4,"Footsteps behind you hesitate, then cross the street."
ambient_STREET_BATTLE_READY_M_5,"You feel tension build where there was none before."
ambient_STREET_BATTLE_READY_M_6,"A dog growls, then retreats under a cart."
ambient_STREET_BATTLE_READY_M_7,"Someone mutters, 'Hope he’s not here for *that* problem.'"
ambient_STREET_BATTLE_READY_M_8,"A coin purse is clutched just a little tighter."
ambient_STREET_BATTLE_READY_M_9,"People part for you. Not out of respect—out of caution."

ambient_STREET_BATTLE_READY_F_0,"You hear, 'She’s not here to shop, that’s for sure.'"
ambient_STREET_BATTLE_READY_F_1,"A hush follows you like a second shadow."
ambient_STREET_BATTLE_READY_F_2,"Someone says, 'That blade’s not ceremonial.'"
ambient_STREET_BATTLE_READY_F_3,"You feel eyes track you—uneasy and alert."
ambient_STREET_BATTLE_READY_F_4,"A merchant fakes a smile. It doesn’t reach their eyes."
ambient_STREET_BATTLE_READY_F_5,"Someone mutters, 'Hope she’s on our side.'"
ambient_STREET_BATTLE_READY_F_6,"A vendor stutters, then waves you on."
ambient_STREET_BATTLE_READY_F_7,"A guard watches you longer than protocol allows."
ambient_STREET_BATTLE_READY_F_8,"You sense movement slow as you pass."
ambient_STREET_BATTLE_READY_F_9,"You hear, 'That’s the look of a blade about to speak.'"

ambient_TAVERN_ARMORED_TOPLESS_M_0,"You hear, 'Is he hot or just reckless?'"
ambient_TAVERN_ARMORED_TOPLESS_M_1,"A laugh erupts as you enter. It doesn't feel cruel."
ambient_TAVERN_ARMORED_TOPLESS_M_2,"Someone clinks a mug and smirks your way."
ambient_TAVERN_ARMORED_TOPLESS_M_3,"A bard mutters, 'I’ve seen stranger. Once.'"
ambient_TAVERN_ARMORED_TOPLESS_M_4,"Someone nudges their friend, nodding toward you."
ambient_TAVERN_ARMORED_TOPLESS_M_5,"A voice calls, 'Armor optional tonight, eh?'"
ambient_TAVERN_ARMORED_TOPLESS_M_6,"You hear, 'At least he wore the important bits.'"
ambient_TAVERN_ARMORED_TOPLESS_M_7,"Someone laughs, then offers you a drink."
ambient_TAVERN_ARMORED_TOPLESS_M_8,"A raised brow greets you, then a shrug."
ambient_TAVERN_ARMORED_TOPLESS_M_9,"Someone mutters, 'That’s one way to show confidence.'"

ambient_TAVERN_ARMORED_TOPLESS_F_0,"A whistle cuts through the din. Playful, not rude."
ambient_TAVERN_ARMORED_TOPLESS_F_1,"Someone mutters, 'She came ready for drinks and battle.'"
ambient_TAVERN_ARMORED_TOPLESS_F_2,"A bard strums louder as you walk in."
ambient_TAVERN_ARMORED_TOPLESS_F_3,"You catch a wink—maybe respectful, maybe not."
ambient_TAVERN_ARMORED_TOPLESS_F_4,"Someone laughs, 'She’s armored where it counts.'"
ambient_TAVERN_ARMORED_TOPLESS_F_5,"No one looks away. Many look twice."
ambient_TAVERN_ARMORED_TOPLESS_F_6,"You hear, 'Bold choice. Works for her.'"
ambient_TAVERN_ARMORED_TOPLESS_F_7,"Someone raises a mug. Not mockingly."
ambient_TAVERN_ARMORED_TOPLESS_F_8,"The inn quiets briefly, then resumes with interest."
ambient_TAVERN_ARMORED_TOPLESS_F_9,"Someone says, 'That’s confidence in steel.'"

ambient_TAVERN_ARMORED_BOTTOMLESS_M_0,"Someone spits their ale. Then laughs."
ambient_TAVERN_ARMORED_BOTTOMLESS_M_1,"You hear, 'Well, he’s saving on pants.'"
ambient_TAVERN_ARMORED_BOTTOMLESS_M_2,"A drunk claps you on the back: 'Nice breeze, huh?'"
ambient_TAVERN_ARMORED_BOTTOMLESS_M_3,"A bard improvises a rhyme involving legs and valor."
ambient_TAVERN_ARMORED_BOTTOMLESS_M_4,"You get stares. None of them angry."
ambient_TAVERN_ARMORED_BOTTOMLESS_M_5,"A chuckle rolls through the room like spilled mead."
ambient_TAVERN_ARMORED_BOTTOMLESS_M_6,"Someone mutters, 'Hope he’s not planning to sit.'"
ambient_TAVERN_ARMORED_BOTTOMLESS_M_7,"You hear, 'That’s one brave knight—or one broke one.'"
ambient_TAVERN_ARMORED_BOTTOMLESS_M_8,"A barkeep wipes a mug slowly. Very slowly."
ambient_TAVERN_ARMORED_BOTTOMLESS_M_9,"Someone raises a brow, then a mug."

ambient_TAVERN_ARMORED_BOTTOMLESS_F_0,"You hear, 'That’s armor with... ventilation.'"
ambient_TAVERN_ARMORED_BOTTOMLESS_F_1,"A mug is raised with a grin. 'Cheers to that boldness!'"
ambient_TAVERN_ARMORED_BOTTOMLESS_F_2,"Someone says, 'She forgot something. Or meant to.'"
ambient_TAVERN_ARMORED_BOTTOMLESS_F_3,"Laughter ripples through the front tables."
ambient_TAVERN_ARMORED_BOTTOMLESS_F_4,"You feel eyes. Curious. Not cruel."
ambient_TAVERN_ARMORED_BOTTOMLESS_F_5,"A bard chuckles mid-verse. 'Now that’s style.'"
ambient_TAVERN_ARMORED_BOTTOMLESS_F_6,"Someone whispers, 'Armor and attitude.'"
ambient_TAVERN_ARMORED_BOTTOMLESS_F_7,"A drunk mutters, 'Hope she’s not here to fight... or maybe I do.'"
ambient_TAVERN_ARMORED_BOTTOMLESS_F_8,"A stool is kicked toward you. Invitation implied."
ambient_TAVERN_ARMORED_BOTTOMLESS_F_9,"You hear, 'She wears confidence better than most wear pants.'"

ambient_TAVERN_ARMORED_ONLY_M_0,"A mug clinks harder than it needs to as you pass."
ambient_TAVERN_ARMORED_ONLY_M_1,"You hear, 'He’s not dressed to chat.'"
ambient_TAVERN_ARMORED_ONLY_M_2,"Someone mutters, 'One wrong look and we all die.'"
ambient_TAVERN_ARMORED_ONLY_M_3,"The room quiets—not out of fear, just caution."
ambient_TAVERN_ARMORED_ONLY_M_4,"You catch a few sidelong glances from the locals."
ambient_TAVERN_ARMORED_ONLY_M_5,"A voice says, 'Looks like he skipped the ale for armor.'"
ambient_TAVERN_ARMORED_ONLY_M_6,"You feel like a sword in a room full of spoons."
ambient_TAVERN_ARMORED_ONLY_M_7,"Someone whispers, 'No cloak, no charm, just cold steel.'"
ambient_TAVERN_ARMORED_ONLY_M_8,"The music stutters. Then picks up fast."
ambient_TAVERN_ARMORED_ONLY_M_9,"You pass. No one blocks your way."

ambient_TAVERN_ARMORED_ONLY_F_0,"A few heads turn. Slowly."
ambient_TAVERN_ARMORED_ONLY_F_1,"You hear, 'She didn’t come for drinks—just dominance.'"
ambient_TAVERN_ARMORED_ONLY_F_2,"A bard skips a beat, staring mid-verse."
ambient_TAVERN_ARMORED_ONLY_F_3,"Someone mutters, 'Steel and silence.'"
ambient_TAVERN_ARMORED_ONLY_F_4,"A stool is vacated. Quickly."
ambient_TAVERN_ARMORED_ONLY_F_5,"You sense discomfort wrapped in respect."
ambient_TAVERN_ARMORED_ONLY_F_6,"Someone says, 'Well... she’s not here to blend in.'"
ambient_TAVERN_ARMORED_ONLY_F_7,"The air thickens slightly around your steps."
ambient_TAVERN_ARMORED_ONLY_F_8,"No one speaks to you directly. Not yet."
ambient_TAVERN_ARMORED_ONLY_F_9,"You hear, 'She brought steel to a mead fight.'"

ambient_TAVERN_BATTLE_READY_M_0,"A tankard sloshes over as someone notices your blade."
ambient_TAVERN_BATTLE_READY_M_1,"You hear, 'That one's not here for songs.'"
ambient_TAVERN_BATTLE_READY_M_2,"A bard eyes you, hand drifting to their instrument case... slowly."
ambient_TAVERN_BATTLE_READY_M_3,"Someone mutters, 'Wrong door, right problem.'"
ambient_TAVERN_BATTLE_READY_M_4,"You step in, and the room forgets to breathe."
ambient_TAVERN_BATTLE_READY_M_5,"A stool squeaks as someone adjusts to avoid your gaze."
ambient_TAVERN_BATTLE_READY_M_6,"A gruff voice says, 'Let’s not provoke the armor.'"
ambient_TAVERN_BATTLE_READY_M_7,"You feel more eyes than shadows in the room."
ambient_TAVERN_BATTLE_READY_M_8,"The barkeep stops pouring—then overfills the mug."
ambient_TAVERN_BATTLE_READY_M_9,"Someone whispers, 'He looks like he came straight from a duel.'"

ambient_TAVERN_BATTLE_READY_F_0,"You hear, 'She’s dressed for anything but a tavern.'"
ambient_TAVERN_BATTLE_READY_F_1,"Someone mutters, 'Hope she’s not looking for someone.'"
ambient_TAVERN_BATTLE_READY_F_2,"A bard lowers their lute, eyeing your boots."
ambient_TAVERN_BATTLE_READY_F_3,"You catch a nervous chuckle near the fireplace."
ambient_TAVERN_BATTLE_READY_F_4,"A voice whispers, 'She’s not just visiting.'"
ambient_TAVERN_BATTLE_READY_F_5,"Someone says, 'That’s not ceremonial steel.'"
ambient_TAVERN_BATTLE_READY_F_6,"You sense tension growing like rising steam."
ambient_TAVERN_BATTLE_READY_F_7,"A path opens between tables—unspoken and swift."
ambient_TAVERN_BATTLE_READY_F_8,"A mug is raised toward you. Slowly. Like a peace offering."
ambient_TAVERN_BATTLE_READY_F_9,"You hear, 'She looks like she brought the war.'"

ambient_SHOP_ARMORED_TOPLESS_M_0,"You hear, 'That’s not proper shopping attire.'"
ambient_SHOP_ARMORED_TOPLESS_M_1,"A merchant hesitates mid-greeting."
ambient_SHOP_ARMORED_TOPLESS_M_2,"Someone mutters, 'Hope he’s not here to rob the place.'"
ambient_SHOP_ARMORED_TOPLESS_M_3,"A guard standing nearby narrows his eyes."
ambient_SHOP_ARMORED_TOPLESS_M_4,"The shopkeeper’s smile falters just slightly."
ambient_SHOP_ARMORED_TOPLESS_M_5,"You feel the air grow heavier with every step."
ambient_SHOP_ARMORED_TOPLESS_M_6,"A woman clutches her purse tighter than needed."
ambient_SHOP_ARMORED_TOPLESS_M_7,"Someone coughs. Awkwardly. On purpose."
ambient_SHOP_ARMORED_TOPLESS_M_8,"You hear, 'No shirt, but still armored? Odd.'"
ambient_SHOP_ARMORED_TOPLESS_M_9,"A clerk glances at the exit. Just in case."

ambient_SHOP_ARMORED_TOPLESS_F_0,"A customer whispers, 'Is she lost or just bold?'"
ambient_SHOP_ARMORED_TOPLESS_F_1,"The merchant blinks twice, then composes herself."
ambient_SHOP_ARMORED_TOPLESS_F_2,"Someone mutters, 'That’s a bit much for spices and scrolls.'"
ambient_SHOP_ARMORED_TOPLESS_F_3,"You feel stares—some curious, others cautious."
ambient_SHOP_ARMORED_TOPLESS_F_4,"A guard steps slightly closer to the counter."
ambient_SHOP_ARMORED_TOPLESS_F_5,"The atmosphere stiffens, but not with interest."
ambient_SHOP_ARMORED_TOPLESS_F_6,"Someone whispers, 'She’s here to haggle or hassle.'"
ambient_SHOP_ARMORED_TOPLESS_F_7,"You hear silence where there was talk."
ambient_SHOP_ARMORED_TOPLESS_F_8,"A child asks, 'Why is that lady wearing metal?'"
ambient_SHOP_ARMORED_TOPLESS_F_9,"You catch a worried glance exchanged behind the stall."

ambient_SHOP_ARMORED_BOTTOMLESS_M_0,"You hear, 'That’s a lot of confidence... and leg.'"
ambient_SHOP_ARMORED_BOTTOMLESS_M_1,"A merchant drops a scroll. Doesn’t pick it up."
ambient_SHOP_ARMORED_BOTTOMLESS_M_2,"Someone mutters, 'Hope he brought coin, not chaos.'"
ambient_SHOP_ARMORED_BOTTOMLESS_M_3,"You feel the silence shift around you."
ambient_SHOP_ARMORED_BOTTOMLESS_M_4,"A chuckle. Nervous, not amused."
ambient_SHOP_ARMORED_BOTTOMLESS_M_5,"Someone says, 'That’s not a proper shopping outfit.'"
ambient_SHOP_ARMORED_BOTTOMLESS_M_6,"The shopkeeper frowns. But says nothing."
ambient_SHOP_ARMORED_BOTTOMLESS_M_7,"A clerk looks to the guard by the door."
ambient_SHOP_ARMORED_BOTTOMLESS_M_8,"You sense people giving you more space than usual."
ambient_SHOP_ARMORED_BOTTOMLESS_M_9,"You hear, 'At least he’s not stealing. Yet.'"

ambient_SHOP_ARMORED_BOTTOMLESS_F_0,"A whisper floats: 'She forgot something... important.'"
ambient_SHOP_ARMORED_BOTTOMLESS_F_1,"A merchant’s eyes go wide, then down, then away."
ambient_SHOP_ARMORED_BOTTOMLESS_F_2,"You feel every gaze stick like honey."
ambient_SHOP_ARMORED_BOTTOMLESS_F_3,"Someone mutters, 'This isn’t a parade, miss.'"
ambient_SHOP_ARMORED_BOTTOMLESS_F_4,"A young clerk quietly leaves the room."
ambient_SHOP_ARMORED_BOTTOMLESS_F_5,"The chatter drops like a coin on stone."
ambient_SHOP_ARMORED_BOTTOMLESS_F_6,"You hear, 'No shame—and no trousers either.'"
ambient_SHOP_ARMORED_BOTTOMLESS_F_7,"A woman whispers, 'That’s not brave. That’s bold.'"
ambient_SHOP_ARMORED_BOTTOMLESS_F_8,"Someone coughs into their sleeve, twice."
ambient_SHOP_ARMORED_BOTTOMLESS_F_9,"You catch a merchant pretending not to stare."

ambient_SHOP_COMMONER_FULL_F_0,"The shopkeeper nods warmly as you approach."
ambient_SHOP_COMMONER_FULL_F_1,"You hear, 'Now that’s a proper customer.'"
ambient_SHOP_COMMONER_FULL_F_2,"Someone mutters, 'Neat, polite—no nonsense.'"
ambient_SHOP_COMMONER_FULL_F_3,"The merchant smiles before you even speak."
ambient_SHOP_COMMONER_FULL_F_4,"A child waves at you from behind a barrel."
ambient_SHOP_COMMONER_FULL_F_5,"You catch a nod from a passing trader."
ambient_SHOP_COMMONER_FULL_F_6,"You hear no whispers. Just welcome."
ambient_SHOP_COMMONER_FULL_F_7,"Someone says, 'That’s the kind of client I like.'"
ambient_SHOP_COMMONER_FULL_F_8,"You blend in with calm footsteps."
ambient_SHOP_COMMONER_FULL_F_9,"A clerk opens the counter space without being asked."

ambient_SHOP_ARMORED_ONLY_M_0,"The shopkeeper eyes your armor. And the exit."
ambient_SHOP_ARMORED_ONLY_M_1,"You hear, 'He better not be here to collect taxes.'"
ambient_SHOP_ARMORED_ONLY_M_2,"A merchant swallows hard, then offers a stiff smile."
ambient_SHOP_ARMORED_ONLY_M_3,"Someone mutters, 'Steel doesn’t make change.'"
ambient_SHOP_ARMORED_ONLY_M_4,"A guard raises an eyebrow from outside."
ambient_SHOP_ARMORED_ONLY_M_5,"The clerk's hand rests lightly on a cudgel."
ambient_SHOP_ARMORED_ONLY_M_6,"You feel tension, not hostility."
ambient_SHOP_ARMORED_ONLY_M_7,"Someone whispers, 'He came for coin—or trouble.'"
ambient_SHOP_ARMORED_ONLY_M_8,"You hear, 'I hope that armor doesn't mean a fight.'"
ambient_SHOP_ARMORED_ONLY_M_9,"A customer hurries their purchase along."

ambient_SHOP_ARMORED_ONLY_F_0,"A merchant glances at your armor, then down at her ledger."
ambient_SHOP_ARMORED_ONLY_F_1,"Someone mutters, 'I don’t think she’s here for fabric.'"
ambient_SHOP_ARMORED_ONLY_F_2,"You hear, 'Careful. She looks sharp in more ways than one.'"
ambient_SHOP_ARMORED_ONLY_F_3,"A guard watches from the corner of their eye."
ambient_SHOP_ARMORED_ONLY_F_4,"The air shifts as you step forward."
ambient_SHOP_ARMORED_ONLY_F_5,"A clerk pauses mid-inventory count."
ambient_SHOP_ARMORED_ONLY_F_6,"Someone whispers, 'Don’t haggle. Just sell.'"
ambient_SHOP_ARMORED_ONLY_F_7,"You feel everyone tracking your footsteps."
ambient_SHOP_ARMORED_ONLY_F_8,"No one stops you. But no one welcomes you either."
ambient_SHOP_ARMORED_ONLY_F_9,"A voice says, 'She’s dressed for conquest, not commerce.'"

ambient_SHOP_BATTLE_READY_M_0,"The door creaks shut behind you, too slowly."
ambient_SHOP_BATTLE_READY_M_1,"You hear, 'Hope he's just browsing.'"
ambient_SHOP_BATTLE_READY_M_2,"A merchant subtly shifts behind the counter."
ambient_SHOP_BATTLE_READY_M_3,"Someone mutters, 'That’s not armor for shopping.'"
ambient_SHOP_BATTLE_READY_M_4,"A clerk whispers, 'Let’s keep this quick.'"
ambient_SHOP_BATTLE_READY_M_5,"The mood drops like a sword onto stone."
ambient_SHOP_BATTLE_READY_M_6,"You sense caution in every shuffled step."
ambient_SHOP_BATTLE_READY_M_7,"A vendor fumbles a stack of coin. Twice."
ambient_SHOP_BATTLE_READY_M_8,"You hear, 'Please tell me he’s not robbing us.'"
ambient_SHOP_BATTLE_READY_M_9,"Someone says, 'He came ready for more than deals.'"

ambient_SHOP_BATTLE_READY_F_0,"You hear, 'She looks like she’s here to conquer, not barter.'"
ambient_SHOP_BATTLE_READY_F_1,"A merchant stiffens as you near the counter."
ambient_SHOP_BATTLE_READY_F_2,"Someone mutters, 'Maybe she came for a refund... and revenge.'"
ambient_SHOP_BATTLE_READY_F_3,"The clerk avoids eye contact. Very deliberately."
ambient_SHOP_BATTLE_READY_F_4,"You feel tension where there was transaction."
ambient_SHOP_BATTLE_READY_F_5,"A guard peers in from the street. Just in case."
ambient_SHOP_BATTLE_READY_F_6,"You hear, 'Steel before silk. Always risky.'"
ambient_SHOP_BATTLE_READY_F_7,"A merchant fumbles with coin weights."
ambient_SHOP_BATTLE_READY_F_8,"The room goes quiet for one breath too long."
ambient_SHOP_BATTLE_READY_F_9,"Someone whispers, 'That’s not window-shopping steel.'"

ambient_HOUSE_ARMORED_TOPLESS_M_0,"A child gasps and runs to the next room."
ambient_HOUSE_ARMORED_TOPLESS_M_1,"You hear, 'By the Eight! Put something on, man!'"
ambient_HOUSE_ARMORED_TOPLESS_M_2,"Someone mutters, 'That’s not armor etiquette indoors.'"
ambient_HOUSE_ARMORED_TOPLESS_M_3,"The homeowner looks alarmed, then deeply uncomfortable."
ambient_HOUSE_ARMORED_TOPLESS_M_4,"You feel eyes on you—and doors quietly closing."
ambient_HOUSE_ARMORED_TOPLESS_M_5,"A family pet growls and hides under a bench."
ambient_HOUSE_ARMORED_TOPLESS_M_6,"Someone whispers, 'He must be mad. Or bold.'"
ambient_HOUSE_ARMORED_TOPLESS_M_7,"The silence is colder than the draft through your armor."
ambient_HOUSE_ARMORED_TOPLESS_M_8,"You hear, 'Is he drunk? Or just lost?'"
ambient_HOUSE_ARMORED_TOPLESS_M_9,"Someone bolts the inner door behind you. Gently, but firmly."

ambient_HOUSE_ARMORED_TOPLESS_F_0,"You hear a door creak open... then slam shut."
ambient_HOUSE_ARMORED_TOPLESS_F_1,"A voice stammers, 'T-This is a home, not a battlefield!'"
ambient_HOUSE_ARMORED_TOPLESS_F_2,"Someone mutters, 'What kind of guest dresses like that?'"
ambient_HOUSE_ARMORED_TOPLESS_F_3,"A child hides behind their parent."
ambient_HOUSE_ARMORED_TOPLESS_F_4,"A whisper: 'She’s armed... and underdressed?'"
ambient_HOUSE_ARMORED_TOPLESS_F_5,"You feel like an axe in a basket of apples."
ambient_HOUSE_ARMORED_TOPLESS_F_6,"A fire crackles. The only sound brave enough to remain."
ambient_HOUSE_ARMORED_TOPLESS_F_7,"You hear, 'Is she testing us? Or taunting?'"
ambient_HOUSE_ARMORED_TOPLESS_F_8,"A prayer begins in the next room."
ambient_HOUSE_ARMORED_TOPLESS_F_9,"The warmth in the house vanishes. So does the host."

ambient_HOUSE_ARMORED_BOTTOMLESS_M_0,"You hear, 'He’s wearing... what?'"
ambient_HOUSE_ARMORED_BOTTOMLESS_M_1,"A shriek. Then the sound of feet running upstairs."
ambient_HOUSE_ARMORED_BOTTOMLESS_M_2,"Someone mutters, 'Where are this man’s trousers?'"
